sentence,label
"Finally, ladies and gentlemen of the Bangko Sentral.",neutral
"On behalf of the members of the Monetary Board, I thank all of you for a job well done and for your continuing fidelity to our core values in the workplace.",positive
"But you and I know, there is still a lot of room for improvement.",neutral
"We will work on these together, starting with the results of the workshop on Organizational Enhancements which we completed last Friday.",neutral
"Briefly, this will cover continuing improvements in our processes, an enterprise-wide communication policy and program, the continued development of a values-driven workforce, and reinforcing the ties that bind us through our heroes, legends and symbols.",positive
"Foremost of these symbols is our new logo that embodies BSP's continuing transformations to adapt to a changing environment and our now global approach to the three pillars of central banking, as represented by three gold stars.",positive
"Our principal symbol of course is the Philippine Eagle, the world's largest, which is a symbol of strength, clear vision, and independence,.... the qualities we aspire for as a central bank.",positive
Ladies and gentlemen.,neutral
The Bangko Sentral ng Pilipinas has a solid track record that makes me confident we have what it takes to reach our goals faster and in a more efficient manner.,positive
"Together, let us move the BSP and our economy forward to help ensure balanced and sustained growth across our country.",positive
"On a personal note, I want to say it is an honor and a privilege working with all of you at the Bangko Sentral.",neutral
"This year, I am commemorating my 36 years of service at the Bank.",neutral
"In the last five years, I have served as Chairman of the Monetary Board and Governor of the Bangko Sentral ng Pilipinas.",neutral
"Through all these years, you have supported me, in sickness and in health.",neutral
"For this, my family and I thank all of you.",neutral
"This includes my wife Elma, my daughters Eula and Mia as well as my son Patrick and his wife Miko, plus my granddaughter Zara.",neutral
Wait!,neutral
I am not saying goodbye yet.,neutral
I still have one year to complete my term.,neutral
I just feel I cannot thank all of you enough.,neutral
"I also extend my thanks and deep appreciation to three other Members of the Monetary Board who started out with me in this journey five years ago: Monetary Board Members Juanita Amatong, Nelly Villafuerte, and Freddie Antonio.",neutral
I also thank past and present members of the Monetary Board in the last five years.,neutral
"It has been a pleasure and a privilege working with them as well: Dr. Vicente Valdepenas, Atty.",neutral
"Raul Boncan, Atty.",neutral
"Ignacio Bunye, former NEDA head Augusto Santos and former DTI Secretary Peter Favila.",neutral
Palakpakan po natin sila!,neutral
Let us also thank all those who worked together in our anniversary committee headed by the energetic and inspiring Director of the SES Gail Fule!,neutral
Palakpakan po natin sila.,neutral
They will continue working in the next few weeks to make our 17th anniversary celebration memorable and successful.,neutral
"Fellow BSPers, as we celebrate our 17th anniversary as an independent central monetary authority, let us be grateful for the opportunity to serve our country and our people.",positive
And let us commit to work more closely together as we pursue our agenda to improve the quality of life of our people through responsive monetary and banking policies.,positive
Mabuhay tayong lahat!,neutral
Mabuhay ang Bangko Sentral ng Pilipinas!,neutral
Maraming salamat sa inyong lahat!,neutral
Magandang umaga sa inyong lahat!,neutral
The Bangko Sentral ng Pilipinas is happy to be a part of the 2010 Pilipinas SIFE National Competition that celebrates successful community projects of SIFE teams across the country.,positive
"Indeed, we should all support projects that channel the energy and creativity of our youth in improving the lives of our people.",positive
I am very pleased to know therefore that SIFE has institutionalized the coming together of students... with their academic advisors and corporate partners... in empowering local communities to improve their quality of life and to become more self-reliant.,positive
"In particular, SIFE's mantra for developing young people with ""a head for business, a heart for the world"" is a guiding principle we should take to heart.",neutral
"We have seen how the blind pursuit of money can be ultimately destructive... even for the very rich and well-educated, like what was experienced in the recent global financial crisis.",negative
I believe therefore that imparting proper values and exposing young people to directly assess the impact of their business decisions on real lives ... make for an excellent approach that we should all continue to support and promote.,positive
"In an emerging market economy such as the Philippines, where ensuring balanced and sustainable growth remains a challenge, training our youth early enough to be part of the national effort to address poverty is a big step in the right direction.",positive
"Let us therefore congratulate Pilipinas SIFE led by Chairman & CEO Joey Leviste, its members, organizers, and partners... for bringing this program to the Philippines.",neutral
Let us give everyone involved in Pilipinas SIFE a well-deserved round of applause!,neutral
Ladies and gentlemen.,neutral
"As a government institution, the Bangko Sentral serves our country by providing stability to our economy through appropriate monetary and banking policies.",neutral
That is our primary mandate.,neutral
"In addition, we are actively engaged in conducting economic and financial education programs.",neutral
I am very pleased to know therefore that a number of SIFE teams undertake financial education as their project.,positive
"We at the Bangko Sentral look at inclusive financial education and empowerment programs as building blocks for a stronger Philippine economy, for two reasons.",positive
"First, it has been proven that a financially literate population makes for a sound and stable financial system... and second, we want our people to benefit from the opportunities that development brings.",positive
"In this connection, the Bangko Sentral has taken a proactive stance to institutionalize a broad range of economic and financial education programs that target different sectors of our society, including the marginalized and the unbanked.",positive
"Among others, lessons on personal financial planning, investments, and entrepreneurship are given to overseas Filipinos and their dependents,... as well as to high school and college students.... through Bangko Sentral's economic and financial learning centers all over the country.",neutral
We also conduct briefings on financial planning in various countries to reach out to our overseas Filipinos in their places of work abroad.,neutral
"And in cooperation with the Department of Education, we have integrated lessons on saving and money management in the curriculum of public elementary schools.",neutral
"I believe we have covered a lot of ground; however, there is still so much more that we can do.",positive
We need more partners.,neutral
We therefore look forward to working with SIFE on broadening the reach of our financial education programs.,neutral
Another possible area of partnership between the BSP and SIFE is microfinance... which has generated so many inspiring success stories in many parts of our country.,positive
"In fact, our efforts to promote microfinance and financial inclusion in our country have placed us in the international radar screen.",positive
"In particular, an international survey ranked the Philippines first overall in terms of providing a regulatory framework conducive to the development and growth of microfinance.",positive
"As of December 2009, for instance, there were more than 200 Philippine banks engaged in microfinance with total loans outstanding of about P12 billion lent out to about 900,000 entrepreneurial poor.",neutral
"This translates to an average loan of roughly P13,300.00.",neutral
It is remarkable that 2/3 of microcredit recipients have also become net bank depositors: their aggregate deposits have reached one billion pesos!,positive
These are relatively modest amounts but they represent a very significant step forward toward self-reliance.,positive
"I hope therefore that through Pilipinas SIFE, we will have more successful microfinance operations that will improve the lives of many more Filipinos.",positive
"Finally, on behalf of the Bangko Sentral, I congratulate all the finalists in the 2010 Pilipinas SIFE National Competition, their advisors and corporate partners for working as a team in doing good for our country.",positive
I would also like to extend the best of luck and more power to the team that will represent Pilipinas SIFE in the SIFE World Cup.,neutral
"Together, by empowering local communities through a better understanding of the principles of free enterprise, to help them reach their full pontential, you honor our national hero who believed in the promise of the Filipino youth.",positive
"Ang sabi ni Dr. Jose Rizal: ""Ang mga kabataan ang pag-asa ng ating bayan.""",neutral
Mabuhay ang kabata-ang Pilipino!,positive
Mabuhay ang Pilipinas!,positive
Maraming salamat sa inyong lahat!,neutral
"The officers and members of the Rural Bankers Association of the Philippines (RBAP), fellow bankers, special guests, good evening.",neutral
"As you can tell by now, rural banks are special to the Bangko Sentral ng Pilipinas.",neutral
"Among other indicators, this is the third time in one month that I am addressing RBAP: I was a keynote speaker at RBAP's 57th Annual National Convention last May 31 and at the RBAP-MABS Annual National Roundtable last June 2.",neutral
"Today, for RBAP's Inaugural and Induction of Officers, you invited me... and I accepted... to be your keynote speaker once again.",neutral
"Well, as I have said before ....rural banks are important to the Bangko Sentral as you are the natural frontliners in our national program to broaden and deepen the reach of responsible... and empowering... financial services to local communities.",neutral
"And just as our nation witnessed the peaceful transition of national leadership the other day, I am pleased that this was echoed in the smooth transition of RBAP's leadership: from immediate past President Joseph Omar Andaya to your new President Ma.",positive
Corazon Llamzon-Miller and her board.,neutral
"Ladies and gentlemen, let us celebrate these democratic transitions with a round of applause!",neutral
"I am optimistic that after today's induction, we can look forward to another vibrant and successful year of rural banking.",positive
Let us inspire our new officers with a long round of applause.,neutral
This is also the most opportune time to congratulate RBAP's past officers for a job very well done.,neutral
Let us give them a well-deserved round of applause!,neutral
I remember that the past officers and board members assumed office when the rural banking sector was dealing with difficult challenges.,neutral
"As the global financial and economic crises were underway, our rural banking sector had to contend as well with negative perceptions generated by a few... but high profile bank closures.",negative
"Together, you tackled these challenges squarely, proved to the public that the issues concerning the closed banks were isolated cases, and successfully shepherded the industry toward recovery and sustained growth.",positive
RBAP also took the opportunity to advance innovative ideas that have made rural banking services better designed... and more accessible to your clients.,positive
"In the process, you have lowered your costs and raised your efficiencies ...while reaching a larger market.",positive
Our numbers prove these important gains.,neutral
"For instance, while the number of rural banks dropped 4% in 2009 -- from 658 to 631 -- the branching network increased significantly by 45% -- from 1,362 to 1,974.",neutral
The installation of 119 ATM units and the involvement of 52 rural banks in mobile and electronic banking have further expanded the reach of the sector.,positive
"All these combined to sustain increases in deposits and loans, improve NPL ratio, and raise return on equity to 12.12%, a rate slightly better than the 11.38% ROE of universal and commercial banks.",positive
These indicators tell us that our rural banking sector is moving forward on stronger footing.,positive
"The task ahead for the new RBAP officers and board members is to build on the gains of the past, to push frontiers and to take Philippine rural banking to greater heights.",positive
"In particular, your immediate challenge is to continue with reforms to further strengthen balance sheets, improve governance and management structures, and to embrace innovations in products and service delivery... to better respond to changing market needs.",positive
The Bangko Sentral is looking forward to working with the new RBAP leadership in this important task.,neutral
"Together, let us nurture the partnership and open communication we have developed through the years.",neutral
"Together, let us strengthen the rural banking sector to play an even bigger role in accelerating the development of rural communities and in improving the lives of Filipinos.",positive
"Again, my congratulations to the new officers of RBAP under the leadership of President Ma.",neutral
Corazon Llamzon-Miller.,neutral
Mabuhay ang RBAP!,neutral
Mabuhay ang Pilipinas!,neutral
Maraming salamat sa inyong lahat!,neutral
"Her Excellency Gloria Macapagal Arroyo, Secretary Gary Teves, fellow workers in government, leaders of the business community, members of the banking community, special guests, mga kabalen, good afternoon.",neutral
On behalf of the members of the Monetary Board we welcome all of you to this new home of the Bangko Sentral ng Pilipinas in the City of San Fernando .,neutral
We are happy... and honored... that you have accepted our invitation to join the inaugural ceremonies of this new landmark in Pampanga.,neutral
"Indeed, we should celebrate what the transfer of our Pampanga office represents - that the Bangko Sentral ng Pilipinas needed bigger offices to support sustained growth of economic transactions here in Pampanga and in nearby provinces such as Zambales, Tarlac, and Bulacan.",positive
"In fact, of the 21 regional offices and branches of the Bangko Sentral, our Pampanga branch is the second largest in terms of deposits, next only to Cebu.",neutral
"In addition, Region III or Central Luzon ranks the third largest in terms of net loan portfolio, after the National Capital Region and Central Visayas.",neutral
"This is concrete proof of the gains this region has made over the years, having overcome the setbacks wrought by the eruption of Mt.",positive
Pinatubo.,neutral
"Ladies and gentlemen, let us celebrate this success with a round of applause!",neutral
It is not surprising therefore... that the Bangko Sentral's recent surveys indicated... that the business sector and the consumers in Region III are optimistic that even higher levels of growth and prosperity will continue to be achieved.,positive
"And while the Bangko Sentral has moved to San Fernando, we remain grateful to Angeles City for supporting us in the last 23 years that we held office at the historic Pamintuan House... where the first anniversary of the Philippine Republic was held and which served briefly as presidential residence of Emilio Aguinildo, the first Philippine President.",neutral
"For this reason, the Bangko Sentral ng Pilipinas has included the Pamintuan House in the list of real estate properties that will be turned over to the Department of Finance as property dividends.",neutral
The Department of Finance in turn will transfer responsibility over the property to the National Historical Commission... which will convert this into a museum.,neutral
"In this manner, we ensure that ownership of Pamintuan House remains with government... and Angeles City will be assured that this historic landmark in its midst will be preserved for the next generations as witness to the history... and heroism of our people.",neutral
Ladies and gentlemen.,neutral
"I am also pleased to report that our country, as a whole, is also doing relatively well.",positive
"While the world economy remain in distress following the worst global financial crisis in decades, the Philippine economy continued to move forward, culminating in the 7.3% GDP in the first quarter this year.",positive
The resiliency of our economy was not lost to global analysts and investors.,positive
"One of the world's biggest investment banks said the Philippines surpassed expectations, displaying remarkable resilience and an impressive rebound.",positive
The pursuit of sustained economic reforms under the Administration of President Arroyo made this possible.,positive
"At the same time, the Bangko Sentral as an independent institution responsible for in inflation management and banking supervision reinforced the Philippines' macroeconomic achievements.",positive
"Average annual inflation was kept at single digits dropping to 2.8 percent in 2007, the lowest annual average in 21 years.",positive
"This year, the average inflation for the year is at 4.3 percent, well within the government's target of 3.5 to 5.5 percent for 2010.",positive
"The centrality of price stability, particularly in creating an environment conducive to informed consumption and investment decisions cannot be overemphasized.",neutral
"At the same time, our external position remains strong.",positive
"Our balance of payments is in surplus in spite of a difficult environment while the country's Gross International Reserves (GIR) is at a record high level of $48 billion... and could cover more than 9 months of imports of goods, three times the standard of three months.",positive
Our healthy external position is due in part to the continued surge of Overseas Filipino remittances to historic high levels.,positive
"In support of our OFs, Bangko Sentral has been working on lowering remittance charges and conducting financial education on investment opportunities and investor protection programs.",neutral
"Another important mandate of the BSP is maintaining financial stability, which proved its significance in the recent global economic turmoil.",positive
The financial reforms we have consistently pursued have enabled the Philippine financial system to remain resilient amidst the global financial storm.,positive
"In fact, the country's financial system has substantially improved... as indicated by the uptrend in total assets, the rise in bank capital ratios, improvement in bank profitability and better non-performing loan ratios.",positive
"The promotion of good governance practices, steady capitalization build-up, and continuing reforms generated positive results for the banking sector.",positive
We are also pleased to report that we continue to make good progress in integrating our countrymen into the net of the formal financial system through a program to provide financial services to the underserved as well as the unserved and unbanked.,positive
"In particular, we have made inroads in improving lives through microfinance with an impressive rise in the number of clients served, in loans granted and in savings generated.",positive
"In fact, the country has been recognized as one of the best in the world of microfinance by the Economist Intelligence Unit.",positive
The Philippines is also in a leadership position for mobile money transfers.,positive
This is not to say that the road ahead will be easy.,neutral
"However, we have learned that cooperating and working together can do wonders in terms of keeping our economy on sound and stable footing in the years ahead to improve the lives of Filipinos.",positive
"This, we shall continue to do as we pursue our mandate to ensure stable prices through monetary policies; a sound and stable banking system through appropriate policies and programs; as well as a safe and reliable payments system that inspires confidence in our financial system.",positive
.,neutral
These topics will be discussed in greater detail in the Restrospective Forum that will follow later.,neutral
"Your Excellency, ladies and gentlemen, on behalf of my fellow central bankers, I thank you for joining us today on the inauguration of the Bangko Sentral's new branch office in Pampanga.",neutral
Mabuhay!,neutral
"RBAP President Omar Andaya, RBAP-MABS chief of party John Owens, fellow advocates of microfinance, colleagues in the banking community, good afternoon.",neutral
It is a pleasure for me to join you once again in your Annual National Roundtable Conference.,neutral
"Last year, I had the opportunity to discuss microfinance as the ""bright spot during challenging times"".",neutral
"This year, I am happy to note that indeed that bright spot continues to shine... and we can move on, so to speak, ""From Best Practice to Next Practice.""",positive
Ladies and gentlemen.,neutral
"It was not too long ago when microfinance was limited to microcredit provided by leading non-governmental organizations (NGOs), cooperatives and a handful of banks.",neutral
"Since then, the number of microfinance players has increased significantly, while available services have noticeably diversified.",positive
And this trend continues.,neutral
"Today, MFI clients are able to access savings products, microenterprise loans, housing microfinance, micro-agri loans, and most recently, microinsurance.",neutral
"At the same time, more banks now see the viability of providing meaningful microfinance services to our country's entrepreneurial poor.",neutral
"Of course, MABS-participating banks lead this pack.",neutral
We are also seeing commercial banks escalate their engagement: from simply providing wholesale funds... to directly engaging in microfinance operations through their subsidiaries or affiliates.,neutral
"Certainly, this has intensified competition that benefits clients in terms of better-designed and more appropriately-priced products.",positive
Ladies and gentlemen.,neutral
These product innovations increase the value of your services to your clients' households and business.,positive
"At the same time, you are able to diversify your portfolio and target specific customer needs with the right products.",positive
Much has also changed in the way microfinance services are delivered.,neutral
"For some time, having a computerized management information system to track loans was considered the primary technological innovation for microfinance institutions.",neutral
And having loan officers using palm pilot during client visits was already considered cutting edge.,neutral
"Who could have imagined... that in just a few years... clients can pay their loans, make withdrawals or deposits using their mobile phones and a simple text message?",neutral
Who could have predicted that an ordinary village merchant can serve as a channel to access financial services?,neutral
"Indeed, technology has created transformative solutions for increasing efficiency and lowering costs for both the microfinance institutions and their clients.",positive
"These developments... or what we can call ""next practice""... mean only one thing: greater opportunities for microfinance practitioners.",positive
You now have the ability to offer a wide range of products to a much bigger market.,positive
"With innovations in technology, you are now able to extend your services to areas that traditionally could not be reached from your brick and mortar offices.",positive
"It is clear....the opportunities ahead are limitless, particularly for strong and stable institutions.",positive
It is in this context that I commend the RBAP-MABS leadership and participating banks for your unwavering commitment to prudential standards and best practices.,neutral
Let us celebrate your accomplishments with a well-deserved round of applause.,neutral
Your clear methodology and underwriting standards... coupled with strict adherence to maintaining portfolio quality ... have enabled you to enjoy much of the gains of the sector.,positive
The challenge is for you to continue on this path of good governance and to constantly strive to do better.,neutral
"It is important that banks continue to work on improvements in your capital positions, as well as in increasing capacity to better manage risks.",neutral
Adhering to sound management practices should be a priority.,neutral
"With these in place, I am certain that rural banks, particularly those reaching out to the unbanked, can fully realize their potential as catalysts for sustainable and balanced grassroots economic growth.",positive
We at the BSP recognize this important role.,neutral
"Therefore, we have been working continuously to provide a supportive environment that will further promote the growth and development of microfinance, in accordance with our inclusive finance objectives.",neutral
You see this in our most recent Circulars related to microfinance.,neutral
"For instance, Bangko Sentral's Circulars 678, 680 and 683 allow you to diversify your product offerings to include housing microfinance loans, micro-agri loans and microinsurance, respectively.",neutral
"On the other hand, Circular 685 supports the commercialization of the industry by recognizing the importance of independent, 3rd party ratings provided by Microfinance Institution Rating Agencies or MIRAs.",neutral
"At the same time, we are reviewing our earlier regulations that define microfinance and microfinance loans.",neutral
"As I mentioned earlier, much has changed in the practice of microfinance and we want our regulations to be in step with the times.",neutral
"Our objective is to craft regulations that will enable microfinance practitioners to provide services to an even wider range of clients and to deliver financial services to more unserved markets... including those who fall in the so-called ""gray area"" of microfinance who need loans above P 150,000.00.",neutral
These are the microenterprises that are ready to scale up their operations as small... or even medium... enterprises.,neutral
"In addition, we have recently engaged the consultancy services of SME lending experts to further strengthen the capacity of the Bangko Sentral in supervising SME lending technologies.",neutral
"Parallel to these, we continue to expand and deepen the reach of Bangko Sentral's financial education and consumer protection program.",neutral
We want to have a truly inclusive and empowering financial system that will mainstream the previously unserved or unbanked.,positive
"Typically, they are more economically vulnerable and stand to benefit the most from information and capacity building that will give them access to financial services.",neutral
Our financial inclusion efforts are therefore intrinsically linked to our financial learning and consumer protection efforts.,neutral
We have a Comprehensive Economic and Financial Learning Program which provides important economic and financial information to identified segments of the population.,neutral
This is because we believe that a well-informed populace make better economic and financial decisions that make them effective channels of economic development.,positive
"Aside from our financial education efforts, we have created a Financial and Consumer Affairs Group to strengthen consumer protection for bank customers.",neutral
"Indeed, we have accomplished much... together.",neutral
Yet there is always so much more that can be done.,neutral
"Ladies and gentlemen, for as long as more than 30 million Filipinos still live in poverty, we cannot... and should not...be complacent.",negative
"We have found microfinance to be an effective and empowering force in getting people out of poverty, in improving lives.",positive
Let us therefore continue to work together to strengthen our microfinance sector and bring it to its full potential.,positive
"I believe...for microfinance, the best is yet to come.",positive
Mabuhay ang RBAP-MABS!,neutral
Mabuhay ang microfinance!,neutral
Mabuhay ang Pilipinas!,neutral
Thank you all and good afternoon.,neutral
"Ladies and gentlemen of the Rural Bankers Association of the Philippines, fellow advocates of the rural banking sector, special guests, good morning!",neutral
"I am happy to be here at the 57th Annual National Convention of the Rural Bankers Association of the Philippines, for several reasons.",positive
"First, it is always good to meet rural bankers from different parts of the country to learn about operating conditions in our local communities, as well as the opportunities new government policies present.",neutral
"To us at the Bangko Sentral ng Pilipinas, this signifies a continuing commitment on your part to provide responsive banking services by investing time and effort to understand... and adapt... to an environment that is constantly shifting and changing.",positive
"For this, we salute all the officers and members of the RBAP who have taken the time to participate in this annual convention.",neutral
Let us give all the RBAP members here today a well-deserved round of applause.,neutral
"Second, your conference theme ""Towards Greater Financial Inclusion and Social Protection"" communicates very clearly that... once again... the RBAP and the Bangko Sentral ng Pilipinas are on the same page, insofar as our quantitative and qualitative aspirations are concerned.",neutral
"Indeed, bank programs to grow the business... should be balanced with efforts to educate and protect bank customers.",positive
"As responsible bankers, this win-win strategy is the way to go... and grow.",positive
"For this, I commend RBAP under the leadership of President Joseph Omar Andaya and the members of your board of directors.",neutral
Palakpakan po natin sila!,neutral
Ladies and gentlemen of the rural banking sector.,neutral
You are the natural frontliners in our national program to broaden and deepen the reach of responsible... and empowering... financial services to local communities.,neutral
"Aside from your proximity to the clients in the countryside, your deep understanding of their needs makes you effective catalysts for financial inclusion and social protection.",positive
"In addition, rural banks... as a sector... continue to hold the lion's share of the banking industry's network in the countryside.",neutral
"For instance, while the ongoing consolidation in the banking sector reduced the number of rural banks by 4% - from 658 in 2008 to 631 in 2009 - the branching network showed a significant 45% increase - from 1,362 to 1,974 branches.",positive
"Equally important, rural banks continue to expand their non-traditional service delivery channels.",positive
"Between 2008 and 2009, the number of rural banks with Automatic Teller Machines - or ATMs - increased from 113 to 119 while rural banks providing electronic banking services moved up from 47 to 52.",neutral
"Through rural banks, therefore, we expect that more unserved and underserved Filipinos will gain access to responsible and dependable financial services.",positive
"It can be a simple savings account, a time deposit, an efficient way to pay bills, an insurance product, a microfinance loan, or even just a safe channel to send and receive money.",positive
"After getting clients through your doors, it is important that... in words and in deeds... your customers are assured that their trust in you and your bank is well-deserved.",neutral
The challenge therefore is to ensure that the Filipino's confidence in the banking system and in rural banks in particular continues to grow and strengthen.,neutral
What are the magnitudes involved in working on financial inclusion?,neutral
"Well, rough estimates indicate that at the most, only one-third of our households have bank accounts.",neutral
"In other words, at least two out of every three households in the Philippines do not maintain bank accounts.",neutral
This means an untapped market of about 11 million households!,negative
Some sceptics maintain that many households have no means to maintain bank accounts.,negative
"That may be true; but we maintain that there are millions more households that can open and maintain bank accounts... given enough information, attention, incentive, and protection.",neutral
"In fact, these new customers could very well boost the profitability of rural banks.",positive
There is also the added potential of engaging both new and existing customers to have multiple transactions with your bank to further deepen their financial inclusion.,positive
Ladies and gentlemen.,neutral
"""Financial Inclusion"" became a global buzzword with the launching in 2005 of the United Nations International Year of Microcredit.",neutral
"Since then, the resounding success of microfinance proved, beyond any doubt, that an activity once seen as marginal... or even charitable... could in fact be undertaken in a sound, sustainable and profitable manner.",neutral
This success catalyzed the push to look beyond microfinance and find ways to further expand the reach and scope of financial services.,positive
The concept gained further traction in light of the recent global financial and economic crisis.,neutral
"There is now a growing acceptance in global debates that the crisis reinforced the adverse effects of financial exclusion, resulting in increased burden for those segments of the population that are already vulnerable.",negative
"Thus, influential bodies such as the Group of 20 major economies... more popularly known as G-20... have incorporated financial inclusion in their agendas.",neutral
"In fact, the recent G-20 Leaders Meeting resulted in the creation of a Financial Inclusion Experts Group to work on broadening access to a full range of financial services... as a strategy to provide the foundation for sustainable growth worldwide.",neutral
"Here in our country, we have been putting policies and programs in place to provide both financial inclusion and social protection.",positive
"In fact, you will be pleased to know that the Bangko Sentral ng Pilipinas is one of the first central banks in the world to have an office dedicated to the pursuit of financial inclusion.",positive
"As a result, we now have policies that empower strong and capable banks to have a wider scope and scale of operations to make them effective and meaningful providers of financial services to more Filipinos.",positive
"In 2006, for instance, the Bangko Sentral issued Circular 522 authorizing rural banks to offer FCDUs or Foreign Currency Deposit Unit accounts so that you can take a strategic and active role in the growing remittance business that has since grown into a 17 billion-dollar industry.",positive
"In 2007, the Bangko Sentral authorized rural banks to make equity investments in ATM networks through Circular 563 and engage in limited trust activities under Circular 583.",neutral
"In 2008, qualified rural banks were even allowed to participate in select derivatives activities under Circular 594.",neutral
"In 2009, the Bangko Sentral issued Circular 649 or the electronic money circular which provides the regulatory framework for the fast-growing electronic money business, where rural banks play a central role.",neutral
"With a wider network of cash in/out agents, you will be able to leverage your existing offices and deliver your financial services to an even broader market with potentially greater efficiency and lower costs.",positive
"So far this year, we have issued new regulations that significantly broaden business opportunities for rural and cooperative banks.",positive
"In the first two months, we approved Circulars 678 and 680 covering Housing Microfinance and the Micro-Agri Loan Product under which banks are able to manage their microfinance operations better, with a more diversified portfolio and lower risk of business loans applied to agriculture or housing.",neutral
"To further expedite the provision of these services, just two weeks ago, the Monetary Board approved the RBAP-MABS housing microfinance program.",positive
"Through this approval, the RBAP will take a leadership role in the qualification or screening process of participating banks that wish to offer housing microfinance.",neutral
This develops a strong sense of product ownership and makes the process more efficient.,positive
"Also this year, we issued Circular 683 authorizing rural banks to market, sell and service microinsurance products, subject to certain prudential rules and regulations.",neutral
"This enables rural banks to deliver a full range of financial services needed by your clients, which may include protection against injury, loss of property, and other contingent events.",positive
This is a groundbreaking policy that places rural banks on the same footing as universal banks... which previously held this business.,positive
The Bangko Sentral has also issued this year... Circular 685 covering the rules and regulations in recognizing Microfinance Institutional Rating Agencies.,neutral
"This is important as the use of objective, credible, and competent third-party ratings of microfinance institutions enhances transparency and possible inflow of resources into the industry.",positive
"Altogether, this should facilitate the further growth and development of microfinance in the Philippines...which has proven to be an effective medium for liberating millions of Filipinos from poverty.",positive
"Ladies and gentlemen of the RBAP, all these policies are in place and the opportunities this brings are well within your reach.",neutral
"All you need to do is to continue to strengthen your institutions by aligning governance practices with global standards, strengthening your capital positions, putting in place a proactive risk management system, improving business operations and following industry best practices.",positive
"I also wish to say that the Bangko Sentral ng Pilipinas remains responsive to issues raised by RBAP, including those pertaining to the implementation of certain policies.",neutral
Take for instance Circular No.,neutral
"688 issued only last week - May 26 to be exact - implementing the Revised Risk Based Capital Adequacy Framework for Stand-alone Thrift, Rural and Cooperative Banks or the so-called Basel 1.5 framework.",neutral
"Unlike the full Basel 2 framework for universal and commercial banks and their subsidiary banks and quasi-banks, the Basel 1.5 framework involves only a few key changes on the existing framework under Circular No.",neutral
"280 dated March 29, 2001, as amended.",neutral
The main changes include the increase in risk weight from 0% to 100% for foreign currency denominated exposures to the Philippine National Government and the Bangko Sentral.,neutral
"The increase in risk weight shall be phased-in over a three year period: that is, 1/3 of the applicable risk weight shall be applied by January 2, 2012; 2/3 by January 1, 2013; and the full risk weight by January 1, 2014.",neutral
"Another major change is the increase in risk weight for Real and Other Properties Acquired exposures from 100% to 150%, which shall also be applied gradually for three years: 115% risk weight shall be applied by January 1, 2012; 130% by January 1, 2013; and 150% by January 1, 2014.",neutral
This revision is consistent with the BSP's thrust of reducing the level of non-performing assets of banks to strengthen the overall asset quality of the banking system.,positive
Another new feature in the revised framework is the capital requirement for operational risk which is based on 12% of the average positive gross income of the bank for the past three years.,neutral
The new guidelines also require important items to be disclosed in the Annual Reports and the Quarterly Published Balanced Sheet to enhance market discipline and transparency.,neutral
The Bangko Sentral has considered delaying the effectivity of this new Circular to 1 January 2012 to give concerned banks ample time to adjust to this new capital adequacy framework.,neutral
"And to make the transition more manageable, the implementation is on a staggered basis.",neutral
Ladies and gentlemen of the rural banking sector.,neutral
"It is important that you see these circulars not as mere issues of compliance undertaken to satisfy the regulator; rather, it is our hope that there is a clear understanding and appreciation... on your part... that these measures are crucial to your growth and viability as a business.",positive
Ultimately this will benefit your customers in terms of stronger social protection... and your shareholders in terms of better returns.,positive
"As it is, the rural banking sector... as a whole... is already on the right track, as far as operational bottom line is concerned.",positive
I base this on 2009 consolidated figures.,neutral
"In fact, even with the global financial crisis and isolated closures of some banks, consolidated return on equity of the rural banking sector in 2009 reached 12.12 centavos for every one peso equity investment, even better than the commercial banking sector which posted an aggregate ROE of 11.38 centavos per peso of equity.",positive
"Total assets of the rural banking sector also continued to expand, rising from P146 billion in 2008 to P157.4 Billion in 2009.",positive
"Yearend 2009 figures also showed that rural banks' gross total loan portfolio was more than P98 Billion, while deposits stood at over P105 Billion.",neutral
"By any measure, these are respectable figures posted at a time when the global financial crisis triggered the most serious world recession since World War II.",positive
"Ladies and gentlemen, let us celebrate the accomplishments of the rural banking sector with a well-deserved round of applause!",neutral
"To the Bangko Sentral, all these represent concrete evidence that our rural banks are indeed ready to take on a more strategic and competitive place in the Philippine financial system.",positive
We are confident therefore that in cooperation with our rural banks... through the leadership of RBAP... we can work toward greater financial inclusion and social protection for Filipinos.,positive
Mabuhay ang RBAP!,neutral
Mabuhay ang Pilipinas!,neutral
I wish you all a successful convention.,neutral
Maraming salamat sa inyong lahat!,neutral
"Fellow advocates of the microfinance sector, good afternoon... and congratulations!",neutral
"Yes, ladies and gentlemen, we have many reasons to celebrate.",positive
"First, this annual national search for outstanding Filipino microentrepeneurs is on its 8th year.",neutral
This speaks well of the commitment of those involved in this program.,neutral
"And so, let us give a big hand to Citi Philippines headed by Sanjiv Vohra; the Microfinance Council of the Philippines headed by Mr. Ruben de Lara; the Bangko Sentral ng Pilipinas and my fellow central bankers; and finally my hardworking co-members at the National Selection Committee which includes Philippine Daily Inquirer Chairperson Marixi Rufino-Prieto; SM Investments Vice Chairperson Tessie Sy-Coson; former MBM Antonino Alindogan; GMA Network CEO Atty.",neutral
